,0,1
1348,neutron star,1
1349,black hole,1
1350,socialism failure,1
1351,neutron stars,1
1352,constitution of united states,1
1353,ben shapiro,1
1354,tucker carlson,1
1355,libertarian party candidate,1
1356,liberty party candidate,1
1357,press,1
1358,supreme court justice,1
1359,donald reagan,1
1360,geroge takei,1
1361,big corporations,1
1362,election day,1
1363,president's day,1
1364,president day,1
1365,import tax,1
1366,rape victims,1
1367,cheezeburger,1
1368,reality tv stars,1
1369,reality tv star,1
1370,pharma executives,1
1371,democratic party mascot,1
1372,matrix,1
1373,thomas sowell,1
1374,airplane,1
1375,iowa pennsylvania,1
1376,joe biden. new york,1
1377,fianna fail,1
1378,local post office,1
1379,johnson weld,1
1380,supreme leader of republican party,1
1381,american election,1
1382,american elections,1
1383,marxists,1
1384,barron trump,1
1385,james comey,1
1386,fbi director,1
1387,education in us,1
1388,presidential debate commission,1
1389,jesus,1
1390,2020 republican platform,1
1391,1965 republican platform,1
1392,tvn,1
1393,validimir putin,1
1394,conservative party,1
1395,gop memes,1
1396,grand old party (gop) memes,1
1397,jimmy kemmel,1
1398,american debates,1
1399,american debate,1
1400,thomas l. friedman,1
1401,indiana people,1
1402,james b. comey,1
1403,american folks,1
1404,karl tatgenhorst,1
1405,communist leader,1
1406,democrat clerk of southfield,1
1407,democrats election,1
1408,democrat election fraud,1
1409,demcrat party,1
1410,natalie,1
1411,finnegan,1
1412,ayn  rand,1
1413,deomcrats,1
1414,voting in wisconsin,1
1415,shrektacular party,1
1416,joe biden manager,1
1417,maclean's,1
1418,oompa loompas,1
1419,oompa loompa,1
1420,john mulaney,1
1421,average american voter,1
1422,adlai stevenson,1
1423,adam stevenson,1
1424,us predsident,1
1425,martin luther king (mlk),1
1426,back americans,1
1427,civil rights legislation,1
1428,jim crow laws,1
1429,federal government,1
1430,moderator,1
1431,third party vote,1
1432,joel patrick,1
1433,senator chuck schmuer,1
1434,thomas mcinerney,1
1435,. presidential debate,1
1436,spooktober,1
1437,jim webb,1
1438,lincoln chafee,1
1439,martin o'malley,1
1440,d'malley,1
1441,smart's grove baptist church,1
1442,walter comedian jeff dunham,1
1443,jeff dunham,1
1444,the joker,1
1445,andrew gillum,1
1446,beta o' rourke,1
1447,alexandria cortez,1
1448,stacy abram,1
1449,keith ellison,1
1450,gavin newsom,1
1451,soviet russia,1
1452,betu o'rourke,1
1453,gavin newtom,1
1454,robert f. kennedy jr.,1
1455,ontario ndc,1
1456,liberal ontario,1
1457,ontario election,1
1458,liberal democratic party,1
1459,make up,1
1460,civillians,1
1461,reality tv actor,1
1462,b movie actor,1
1463,karl marx,1
1464,donald tump’s wives,1
1465,loans,1
1466,midterm elections,1
1467,ron johnson,1
1468,us senate,1
1469,antman,1
1470,ant man,1
1471,george bush sr.,1
1472,bush senior,1
1473,imposter,1
1474,joe biden’s family,1
1475,vladimir purin,1
1476,political communist,1
1477,national platfrom,1
1478,state legislative seats,1
1479,independent voters,1
1480,new york city (nyc),1
1481,money,1
1482,kylie jenner,1
1483,fred trump,1
1484,‎mary anne macleod,1
1485,green revolution,1
1486,democratic socialists,1
1487,foreign countries,1
1488,gay pride commercial,1
1489,pickles,1
1490,voldemort,1
1491,national productivity council (npc),1
1492,james weeks,1
1493,pampered chef party,1
1494,mikhail gorbachev,1
1495,mr. putin,1
1496,mr. gorbachev,1
1497,stormy walters,1
1498,wall stree journal (wsj),1
1499,michael cohen,1
1500,albama,1
1501,anti-abortion law,1
1502,maths,1
1503,ivanka trump,1
1504,valdirmir putin,1
1505,john hospers,1
1506,chris rock,1
1507,donald trump campaign,1
1508,hillary clinton campaign,1
1509,governmental restriction,1
1510,kimberly gardner,1
1511,blm rioter,1
1512,steve bannon,1
1513,paul manafort,1
1514,roger ailes,1
1515,kelly anne conway,1
1516,kelly ann conway,1
1517,roger stone,1
1518,blood stream,1
1519,stephen harper,1
1520,nursing home,1
1521,jersey shores,1
1522,clans,1
1523,iowa democratic party,1
1524,caucus results,1
1525,spray tan,1
1526,voter fraud,1
1527,arnold schwarzenegger,1
1528,low tax,1
1529,confederate flag,1
1530,postman,1
1531,ballots,1
1532,georgia (ga),1
1533,pennsylvania (pa),1
1534,illegal invadors,1
1535,cook country,1
1536,micheal j kelly,1
1537,illinois,1
1538,michael j kelly,1
1539,news corpse,1
1540,indvnz match,1
1541,delhi election result,1
1542,india vs new zealand match,1
1543,libertarian eutopia,1
1544,libertarian party chairman candidate debate,1
1545,libertarian party candidate debate,1
1546,taxes,1
1547,neo nazi group evropa,1
1548,chief white house correspondent for cnn,1
1549,john boehner,1
1550,wes goodman,1
1551,evangelical christians,1
1552,lyndon b. johnson,1
1553,us constitution,1
1554,indoring dining,1
1555,american city,1
1556,illegal alliens,1
1557,jo jorgenson,1
1558,ben carson,1
1559,election fraud,1
1560,austism,1
1561,steve harvey,1
1562,rachel maddow,1
1563,bad boss,1
1564,third party voters,1
1565,democractic party,1
1566,hungarian serbian border,1
1567,american labour,1
1568,non-aggression principles,1
1569,republican party of iowa,1
1570,polls,1
1571,june aiken,1
1572,jason daniel,1
1573,james bradley,1
1574,alice sawka,1
1575,william bradley,1
1576,robert brock,1
1577,cory bernadi,1
1578,donna brydges,1
1579,cleavland,1
1580,chaz,1
1581,grassroots progressives,1
1582,us news,1
1583,lays,1
1584,drungs,1
1585,dnald trump,1
1586,ben and jerry's ice cream,1
1587,christain,1
1588,democratic national debate,1
1589,khal drogo,1
1590,presidential portrait,1
1591,summer vacation,1
1592,water park,1
1593,joe biden campaign,1
1594,joe biden campaign rally,1
1595,liberty party,1
1596,jewish,1
1597,republican presidents,1
1598,tom woods show,1
1599,the tomwoods show,1
1600,mayor michael bloomberg,1
1601,martin luther king,1
1602,elephant,1
1603,rudy giuliani,1
1604,liebrals,1
1605,national security agency (nsa),1
1606,national security agency,1
1607,adolf hilter,1
1608,light bulb,1
1609,american flag,1
1610,thin blue line flag,1
1611,enrique peña nieto,1
1612,economic right,1
1613,debate 2020,1
1614,person,1
1615,knife fights,1
1616,libertarian party of arkansas,1
1617,presidential history,1
1618,president of the united states (potus),1
1619,joker,1
1620,andrew yang,1
1621,bulletproof sexual harassment defence,1
1622,black lives matter (blm) movement,1
1623,blacks for donald trump,1
1624,blm movement,1
1625,black killed by cops,1
1626,bloomberg,1
1627,votes for donald trump,1
1628,margaret thatcher,1
1629,borris johnson,1
1630,trump towers,1
1631,nasty women,1
1632,jack ass,1
1633,donkey kong,1
1634,iain banks,1
1635,susan sarandon,1
1636,libertarian national socialist green party,1
1637,yahoo news,1
1638,the washington post,1
1639,the new york times,1
1640,us presidential debate,1
1641,canadian,1
1642,michael bloomberg,1
1643,donald trump fans,1
1644,stacy abrams,1
1645,sterotypical black man,1
1646,prisoner of war (pow),1
1647,pow,1
1648,emmanuel baptist church,1
1649,repulican party,1
1650,george floyd,1
1651,cecile richards,1
1652,job,1
1653,women's day,1
1654,electoral college,1
1655,non-american,1
1656,goerge w bush,1
1657,chirs wallace,1
1658,american debate memes,1
1659,cows,1
1660,meryl steep,1
1661,anti-cops protest,1
1662,try tv,1
1663,small bussinesses,1
1664,dwight eisenhower,1
1665,michelle trump,1
1666,liebrtarian party,1
1667,socialsim,1
1668,russian ambassador,1
1669,transvaginal utrasound,1
1670,libertarian party of connecticut convention,1
1671,straight-identified,1
1672,cis gender,1
1673,lgbtq+ people,1
1674,person of color (poc),1
1675,us voters,1
1676,mulims,1
1677,canandian boy,1
1678,slavery,1
1679,andy berovitz,1
1680,romantic comedy,1
1681,college students,1
1682,religious organization,1
1683,american fries,1
1684,french fries,1
1685,lbertarian party,1
1686,libetarian party,1
1687,bobby jindal,1
1688,nuclear enegry,1
1689,governemnt,1
1690,leornardo dicaprio,1
1691,public officers,1
1692,victimless crime,1
1693,mike pence's fly,1
1694,canadian president,1
1695,galaxy dust,1
1696,black women,1
1697,republians,1
1698,barck obama,1
1699,white privilege,1
1700,chuck the doll,1
1701,hunter biden fbi,1
1702,republican candidate,1
1703,kimberly guifoyle,1
1704,kimberly guilfoyle,1
1705,civil asset forfeiture,1
1706,east tennessee libertarian party,1
1707,presidential campaign,1
1708,rahul gandhi,1
1709,rosen centre hotel,1
1710,blm graffitti,1
1711,stephen miller,1
1712,stephen miler,1
1713,us borders,1
1714,conservative women,1
1715,axe body spray,1
1716,credit card,1
1717,tulsi gabbard,1
1718,judge jeannie pirro,1
1719,assault weapon,1
1720,brigade members,1
1721,alaska state defence force,1
1722,ocsar,1
1723,libya,1
1724,egyot,1
1725,gay,1
1726,ryan gosling,1
1727,marvin zindier,1
1728,garyjohnson,1
1729,rdt daily,1
1730,pornstar,1
1731,libertarian party of georgia,1
1732,edward snowden,1
1733,border wall,1
1734,maxine walters memes,1
1735,drone,1
1736,john f kennedy,1
1737,joe  biden,1
1738,internal security,1
1739,liebrtarian ideas,1
1740,lgbtq+,1
1741,montanna,1
1742,voting booth,1
1743,governor chris christie,1
1744,governor scott walker,1
1745,governor rick perry,1
1746,governor mike huckabee,1
1747,governor sarah palin,1
1748,eminem,1
1749,liverals,1
1750,us army,1
1751,democratic party 2020,1
1752,pete buttgieg,1
1753,presidential candidate,1
1754,french girls,1
1755,necklace,1
1756,industry,1
1757,corruption,1
1758,american news,1
1759,repulicans,1
1760,aqua buddha,1
1761,rapists,1
1762,mouse,1
1763,democratic presidential circus,1
1764,jackie chan,1
1765,howil hawkins,1
1766,assests,1
1767,restraining order,1
1768,labour party,1
1769,labour fan,1
1770,labor party,1
1771,shakehand,1
1772,facism,1
1773,superman,1
1774,erika bickford,1
1775,everett bickford,1
1776,carol wirth,1
1777,vladimir zhirinovsky,1
1778,stephen colbert,1
1779,beuaty and the beast,1
1780,beauty and the beast,1
1781,republican national convention (rnc),1
1782,republic national committee (rnc) convention,1
1783,rnc convention,1
1784,democratic national committee (dnc) convention,1
1785,coca-cola,1
1786,washington,1
1787,presidential year,1
1788,13 year old girls,1
1789,road,1
1790,middle class,1
1791,environmentalism,1
1792,cadillac ad,1
1793,blue cadillac ad,1
1794,gary jhonson,1
1795,dog house,1
1796,icecream,1
1797,healthcare reform committee,1
1798,chuck e cheese,1
1799,isolatiionist,1
1800,alec corporation,1
1801,attorney general barr,1
1802,potato chips,1
1803,jagmeet singh,1
1804,prime minister,1
1805,prime minister (pm),1
1806,pbs news,1
1807,bipartisan,1
1808,bipartisan moment,1
1809,coutler,1
1810,democratic memes,1
1811,election results,1
1812,election result,1
1813,intolerence,1
1814,american history,1
1815,harambe gorilla,1
1816,drew thompson,1
1817,catherine (cat) ping,1
1818,hambre,1
1819,white mother,1
1820,prince harry,1
1821,megan markle,1
1822,price harry,1
1823,meghan markle,1
1824,jeb bush supporters,1
1825,gop debte,1
1826,joe biden meme,1
1827,end game,1
1828,joesph curl,1
1829,libertarian party candidates,1
1830,tom  steyer,1
1831,donald trump family,1
1832,liberty memes,1
1833,liberty meme,1
1834,republican party executive meeting,1
1835,candyshack movies,1
1836,garbage can,1
1837,wall,1
1838,paris climate agreement,1
1839,established democrats,1
1840,the democratic party,1
1841,sanctuary city,1
1842,liberal policies,1
1843,american citizen taxpayers,1
1844,donald trump voter,1
1845,ron regan,1
1846,people who care about skin colour,1
1847,people who do not care about skin colour,1
1848,david cameron,1
1849,armed vetran,1
1850,dem socialists,1
1851,corporates,1
1852,nbc,1
1853,socialists,1
1854,abc,1
1855,black lives,1
1856,demorcatic debate,1
1857,two party vote,1
1858,the greens,1
1859,monsato workers,1
1860,peaceful protestors,1
1861,supporters of joe biden,1
1862,alzheimers,1
1863,jil biden,1
1864,val biden,1
1865,2020-11-01 00:00:00,1
1866,franklin d. roosevelt (fdr),1
1867,dr evil,1
1868,walter mondale,1
1869,john kerry,1
1870,candian,1
1871,white supremacist,1
1872,scissors,1
1873,american president,1
1874,carolina lucas,1
1875,kyle pierce,1
1876,state representative,1
1877,tim schatler,1
1878,kryssie,1
1879,silk road website,1
1880,ministers,1
1881,donald trump voters,1
1882,dinseh d'souza,1
1883,dinesh d' souza,1
1884,government dependency,1
1885,sarah paulin,1
1886,politicial campaign,1
1887,wizzard,1
1888,poltical meme,1
1889,rural transportation system,1
1890,republican politican,1
1891,racists,1
1892,racist,1
1893,second amendment,1
1894,bieber,1
1895,minorities,1
1896,constitution,1
1897,amendment,1
1898,philisopher,1
1899,alvan bovay,1
1900,chariton heston,1
1901,charlton heston,1
1902,health insurance,1
1903,j. b. pritzer,1
1904,black lives matter (blm) protest,1
1905,trump rally,1
1906,blm protesting,1
1907,black lives matter (blm) protesting,1
1908,donald trump rally,1
1909,biden obama meme,1
